,id,title
5781,7299,Equilibrium
5782,78022,My Kingdom
5783,279784,Soap Girl
5784,32273,It All Starts Today
5785,26356,Medea
5786,23990,Scarlet Diva
5787,4241,Visitor Q
5788,37335,Bolero: Dance of Life
5789,34113,Urgh! A Music War
5790,22257,Vabank
5791,35343,Varning för Jönssonligan
5792,30142,"Vernon, Florida"
5793,17360,Escape to Victory
5794,31695,Whose Life Is It Anyway?
5795,76397,Zoot Suit
5796,40952,Alone in the Dark
5797,38849,Android
5798,71524,Ace of Aces
5799,43279,Attack Force Z
5800,29743,Attila flagello di Dio
5801,41760,Author! Author!
5802,31665,Barbarosa
5803,40219,The Beast Within
5804,45840,Best Friends
5805,16363,The Best Little Whorehouse in Texas
5806,22023,The Border
5807,171,The Party 2
5808,73116,Brimstone & Treacle
5809,26639,Britannia Hospital
5810,42124,Burden of Dreams
5811,25297,Cannery Row
5812,39274,The Challenge
5813,11564,Class of 1984
5814,67772,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean"
5815,4202,Danton
5816,17590,Deathtrap
5817,20787,The Man Who Saves The World
5818,28940,Eating Raoul
5819,13497,Drumline
5820,11852,The Hot Chick
5821,7303,Maid in Manhattan
5822,201,Star Trek: Nemesis
5823,2755,About Schmidt
5824,33504,El Bola
5825,21868,Evelyn
5826,65684,The Guys
5827,10856,Intacto
5828,99826,The Jimmy Show
5829,18602,Morvern Callar
5830,121,The Lord of the Rings: The Two Towers
5831,25838,Devils on the Doorstep
5832,1429,25th Hour
5833,13435,Antwone Fisher
5834,3131,Gangs of New York
5835,2642,Two Weeks Notice
5836,14317,The Wild Thornberrys Movie
5837,11022,Narc
5838,24249,Bad Influence
5839,9491,Blue Steel
5840,2149,Body of Evidence
5841,20139,The Children's Hour
5842,32074,Company Business
5843,19067,The Duellists
5844,53712,A Kiss Before Dying
5845,25848,Legend of the Lost
5846,14931,Miami Blues
5847,11317,My Girl 2
5848,4032,My Girl
5849,8392,My Neighbor Totoro
5850,31804,The Road to Hong Kong
5851,81048,Running Time
5852,12232,The Thief of Bagdad
5853,11706,War and Peace
5854,61265,Where Sleeping Dogs Lie
5855,42569,Where’s Poppa?
5856,25720,The Whistle Blower
5857,26946,Attack of the Crab Monsters
5858,16938,Black Christmas
5859,21143,The Day of the Triffids
5860,61578,Esther Kahn
5861,20424,Invaders from Mars
5862,4561,The Story of O
5863,4435,Asoka
5864,16993,Fat City
5865,18002,"Love, Honour and Obey"
5866,21332,Quicksilver
5867,640,Catch Me If You Can
5868,10599,Pinocchio
5869,1574,Chicago
5870,590,The Hours
5871,13560,Max
5872,29339,Nicholas Nickleby
5873,423,The Pianist
5874,28028,Sonny
5875,41084,Champagne For Caesar
5876,18773,Doppelganger
5877,16225,Heavy Metal 2000
5878,28679,House on the Edge of the Park
5879,262,The King of Comedy
5880,15395,Love Liza
5881,4912,Confessions of a Dangerous Mind
5882,4912,Confessions of a Dangerous Mind
5883,4912,Confessions of a Dangerous Mind
5884,4912,Confessions of a Dangerous Mind
5885,107693,Abraham's Valley
5886,23626,Blue Collar Comedy Tour: The Movie
5887,12090,Just Married
5888,44233,P.S. Your Cat Is Dead!
5889,35172,The Son
5890,36273,The City of Lost Souls
5891,14390,Double Whammy
5892,41209,WiseGirls
5893,9582,A Guy Thing
5894,10628,Kangaroo Jack
5895,11078,National Security
5896,77633,Big Shot's Funeral
5897,598,City of God
5898,15842,Kira's Reason: A Love Story
5899,24711,Above Suspicion
5900,43886,Alice Adams
5901,11222,The American Friend
5902,13199,American Me
5903,8073,Band of Outsiders
5904,26393,Breaking Up
5905,15278,CB4
5906,1484,The Deathmaker
5907,14667,Dogfight
5908,47263,"Easy Come, Easy Go"
5909,18692,Fun in Acapulco
5910,15734,Girls! Girls! Girls!
5911,34148,Imitation of Life
5912,20813,A Little Romance
5913,53027,Mystery Date
5914,18894,"Paradise, Hawaiian Style"
5915,26252,Pépé le Moko
5916,24742,Secret Admirer
5917,19415,Summer Lovers
5918,41927,Tune in Tomorrow...
5919,5968,The Woman in Red
5920,10727,Darkness Falls
5921,9045,Amen.
5922,9082,Blind Spot: Hitler's Secretary
5923,92348,In the Mirror of Maya Deren
5924,80965,Blind Date
5925,14469,Bullet
5926,55909,Claudine
5927,20663,Dead Reckoning
5928,31916,The Devil at 4 O'Clock
5929,61807,Ethan Frome
5930,20639,Gus
5931,7514,The Harder They Come
5932,42645,The Horse in the Gray Flannel Suit
5933,29463,Krush Groove
5934,42795,The Moon-Spinners
5935,39349,Sugar Hill
5936,44164,Chaos
5937,12253,Biker Boyz
5938,9358,Final Destination 2
5939,1647,The Recruit
5940,9027,The Guru
5941,125945,Kedma
5942,21189,Lost in La Mancha
5943,10894,May
5944,28528,The Harder They Fall
5945,34783,I'm All Right Jack
5946,34374,Murder by Decree
5947,12490,Ordinary Decent Criminal
5948,26761,Pursued
5949,35185,The Smallest Show on Earth
5950,15802,Tokyo Decadence
5951,39948,Two Way Stretch
5952,8286,The Unfaithful Wife
5953,43028,Victim
5954,65300,Endangered Species
5955,24129,The Simple-Minded Murderer
5956,4628,Enigma
5957,4193,Evil Under the Sun
5958,10724,Firefox
5959,89571,Five Days One Summer
5960,32065,Forced Vengeance
5961,11915,The Gendarme and the Gendarmettes
5962,42136,The Grey Fox
5963,28307,Hammett
5964,37917,Honkytonk Man
5965,70011,Human Highway
5966,37191,"I, the Jury"
5967,210092,If You Could See What I Hear
5968,3028,Jekyll and Hyde ... Together Again
5969,29224,Jönssonligan & DynamitHarry
5970,81001,Kiss Me Goodbye
5971,8219,Labyrinth of Passion
5972,27088,The Last American Virgin
5973,10150,The Last Unicorn
5974,20980,Liquid Sky
5975,16407,Dragon Lord
5976,41913,Making Love
5977,30875,Manhattan Baby
5978,29450,The Marathon Family
5979,27380,Megaforce
5980,8288,A Midsummer Night's Sex Comedy
5981,15600,Missing
5982,52083,The Missionary
5983,124963,Monsignor
5984,11949,Monty Python Live at the Hollywood Bowl
5985,42134,Moonlighting
5986,79257,Mother Lode
5987,42130,The Night of the Shooting Stars
5988,42131,The Night of Varennes
5989,41291,One from the Heart
5990,84784,Pandemonium
5991,23942,Paradise
5992,72340,Partners
5993,32692,Godard's Passion
5994,37997,Permanent Vacation
5995,27609,Personal Best
5996,25872,The Pirate Movie
5997,83562,Privates on Parade
5998,127,Blind Chance
5999,14645,Santa Claus Is a Stinker
6000,27726,Q
6001,42135,Querelle
6002,21923,Richard Pryor: Live on the Sunset Strip
6003,1563,Sunless
6004,17132,Savannah Smiles
6005,59533,The Secret Policeman's Other Ball
6006,2262,Veronika Voss
6007,52772,Shoot the Moon
6008,46925,Six Pack
6009,77073,Six Weeks
6010,76395,The Soldier
6011,37607,Some Kind of Hero
6012,30874,The New York Ripper
6013,30363,The State of Things
6014,49409,Starstruck
6015,32048,Still of the Night
6016,48139,El Sur
6017,30584,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight
6018,48313,Tag: The Assassination Game
6019,48249,Tempest
6020,29702,Tenebre
6021,24830,They Call Me Bruce?
6022,30049,Time Walker
6023,9699,Trail of the Pink Panther
6024,48561,La traviata
6025,30789,Venom
6026,81346,To Begin Again
6027,11057,Die weisse Rose
6028,47955,White Dog
6029,19322,Who Dares Wins
6030,31661,Wrong Is Right
6031,52556,The Road
6032,38219,"Yor, the Hunter from the Future"
6033,23943,Zapped!
6034,26454,Deliver Us from Eva
6035,9919,How to Lose a Guy in 10 Days
6036,6038,Shanghai Knights
6037,9480,Daredevil
6038,14873,The Jungle Book 2
6039,13132,All the Real Girls
6040,22707,Amandla! A Revolution in Four-Part Harmony
6041,18302,Painted Fire
6042,1956,Gerry
6043,12112,He Loves Me... He Loves Me Not
6044,50380,Lockdown
6045,212058,Ordinary Sinner
6046,12139,Dennis the Menace
6047,118936,Stand-In
6048,18587,10 to Midnight
6049,24883,The Black Stallion Returns
6050,17264,The Black Stallion
6051,3426,Cesar and Rosalie
6052,2984,A Countess from Hong Kong
6053,33221,Into the West
6054,59201,Kinjite: Forbidden Subjects
6055,26172,Messenger of Death
6056,26173,Mr. Majestyk
6057,33055,Murphy's Law
6058,33364,A Patch of Blue
6059,33851,A Prayer for the Dying
6060,31598,Q & A
6061,59401,The Red Badge of Courage
6062,22233,The Thrill of It All
6063,4952,Pillow Talk
6064,991,The Man Who Fell to Earth
6065,4911,Dark Blue
6066,16072,Gods and Generals
6067,11615,The Life of David Gale
6068,11635,Old School
6069,125806,Dischord
6070,77283,The Lawless Heart
6071,35824,The Navigators
6072,102,Open Hearts
6073,14293,Poolhall Junkies
6074,41820,Till Human Voices Wake Us
6075,105024,Stone Reader
6076,10623,Cradle 2 the Grave
6077,9613,Spider
6078,7015,American Heart
6079,210938,Edie & Pen
6080,42035,Insignificance
6081,21867,Lady Jane
6082,49680,Late Marriage
6083,6524,Life Stinks
6084,11244,The Meteor Man
6085,77233,Mr. North
6086,140071,Seize the Day
6087,21801,The Slaughter Rule
6088,35139,Teenagers from Outer Space
6089,54845,Trouble Bound
6090,23834,Volcano High
6091,14633,Ten
6092,10678,Bringing Down the House
6093,9567,Tears of the Sun
6094,979,Irreversible
6095,13819,Laurel Canyon
6096,1591,Nowhere in Africa
6097,24186,The Safety of Objects
6098,455,Bend It Like Beckham
6099,10632,The Hunted
6100,10929,Willard
6101,170400,Gaudi Afternoon
6102,16229,Prozac Nation
6103,12079,Spun
6104,44081,Under the Skin of the City
6105,36362,King of Kings
6106,4762,The Lost Honor of Katharina Blum
6107,18535,Loving You
6108,23159,The Talk of the Town
6109,27236,Two-Lane Blacktop
6110,42459,Bang the Drum Slowly
6111,43261,The Benny Goodman Story
6112,15347,Born Free
6113,44968,Born Yesterday
6114,37258,Equus
6115,8996,Europa Europa
6116,125413,Fear Strikes Out
6117,17729,The Glenn Miller Story
6118,12157,Green Card
6119,11571,Journey to the Center of the Earth
6120,71142,One Good Cop
6121,10293,Pauline at the Beach
6122,2671,Ringu
6123,9669,Ringu 2
6124,45129,Salaam Bombay!
6125,42618,Sweet Charity
6126,41164,Talent for the Game
6127,66027,Women in Love
6128,36211,Japón
6129,9557,Boat Trip
6130,6171,Dreamcatcher
6131,13691,Piglet's Big Movie
6132,11523,View from the Top
6133,114065,Down & Out With The Dolls
6134,14675,The Awful Truth
6135,2525,The Bible: In the Beginning...
6136,57447,The House with Laughing Windows
6137,42695,I Am Curious (Yellow)
6138,49845,Les Dames du Bois de Boulogne
6139,18992,My Friend Flicka
6140,29912,The Robe
6141,28881,Wind
6142,80243,Unknown Pleasures
6143,10782,Basic
6144,9341,The Core
6145,9776,Head of State
6146,10735,What a Girl Wants
6147,16425,Assassination Tango
6148,25461,Raising Victor Vargas
6149,51927,Stevie
6150,12516,Dreams
6151,1675,Day for Night
6152,62184,Eye of God
6153,17057,In a Lonely Place
6154,41938,Physical Evidence
6155,79615,Square Dance
6156,40718,Wake of the Red Witch
6157,42178,Winter Kills
6158,203252,Fellini: I'm a Born Liar
6159,6016,The Good Thief
6160,8409,A Man Apart
6161,1817,Phone Booth
6162,284096,Cet Amour-là
6163,11299,Cowboy Bebop: The Movie
6164,17995,DysFunktional Family
6165,21052,Levity
6166,7294,The Man Without a Past
6167,9506,Anger Management
6168,14290,Better Luck Tomorrow
6169,24982,Ghosts of the Abyss
6170,2662,House of 1000 Corpses
6171,12093,Lilya 4-ever
6172,18941,Marion Bridge
6173,42383,XX/XY
6174,11817,Bulletproof Monk
6175,24621,Chasing Papi
6176,13370,A Mighty Wind
6177,8326,Holes
6178,13411,Malibu's Most Wanted
6179,11516,Winged Migration
6180,10180,Flickering Lights
6181,994,Straw Dogs
6182,66918,Beginning of the End
6183,10514,The Andromeda Strain
6184,14237,Brainscan
6185,1714,Fahrenheit 451
6186,14308,I Am Trying to Break Your Heart
6187,41461,The Iceman Cometh
6188,9930,Legal Eagles
6189,32083,Married to It
6190,107569,Memories of Me
6191,16651,The Other Side of Heaven
6192,57565,A Private Function
6193,108553,Sibling Rivalry
6194,12661,Undercover Blues
6195,29355,Wildcats
6196,24961,The Wiz
6197,26866,Swords of Blood
6198,31633,The Marrying Man
6199,20978,My Father the Hero
6200,47762,Scenes from a Mall
6201,47329,Stella
6202,10743,Confidence
6203,2832,Identity
6204,31459,It Runs in the Family
6205,19153,The Real Cancun
6206,31932,City of Ghosts
6207,38868,A Decade Under the Influence
6208,72996,House of Fools
6209,15098,Manic
6210,11458,People I Know
6211,16636,Spellbound
6212,18736,The Lizzie McGuire Movie
6213,36658,X2
6214,46989,Blue Car
6215,20689,The Dancer Upstairs
6216,13438,Marooned in Iraq
6217,15394,Owning Mahowny
6218,10708,Daddy Day Care
6219,22016,Man on the Train
6220,85472,Only the Strong Survive
6221,22958,The Shape of Things
6222,15850,The Trip
6223,251053,Washington Heights
6224,10989,101 Reykjavik
6225,1816,A Chorus Line
6226,42017,Absolute Beginners
6227,17667,Beat Street
6228,17464,Breakin' 2: Electric Boogaloo
6229,15259,Breakin'
6230,10515,Castle in the Sky
6231,45069,Hysterical Blindness
6232,117269,Lambada
6233,21024,Roadie
6234,42792,The Carpetbaggers
6235,43232,Les Girls
6236,22201,Gunfight at the O.K. Corral
6237,11424,High Society
6238,34857,Kiss Me Kate
6239,604,The Matrix Reloaded
6240,55616,Dracula: Pages from a Virgin's Diary
6241,10720,Down with Love
6242,51230,Cinemania
6243,23423,Friends and Family
6244,1555,The Spanish Apartment
6245,33875,Pokémon Heroes: Latios and Latias
6246,310,Bruce Almighty
6247,5146,The In-Laws
6248,30055,Gigantic (A Tale Of Two Johns)
6249,12544,Respiro
6250,12,Finding Nemo
6251,9654,The Italian Job
6252,9902,Wrong Turn
6253,2260,Capturing the Friedmans
6254,61939,The Three Marias
6255,18385,Together
6256,584,2 Fast 2 Furious
6257,39125,Love the Hard Way
6258,1088,Whale Rider
6259,5921,Nevada Smith
6260,47423,Once a Thief
6261,49798,Regeneration
6262,43239,Silk Stockings
6263,32140,Snowball Express
6264,14676,A Man Called Horse
6265,78281,For Sale
6266,21717,Big Jake
6267,29425,The Crazies
6268,28503,Dementia 13
6269,59950,Drole de Drame
6270,5920,Le Mans
6271,51391,Murder on a Sunday Morning
6272,26593,Rio Lobo
6273,50285,Siam Sunset
6274,33564,The Swimmer
6275,43361,The White Sheik
6276,6646,Treasure Island
6277,29514,Two Evil Eyes
6278,38720,Walk Don't Run
6279,147729,Animals Are Beautiful People
6280,38732,Bend of the River
6281,15462,Car Wash
6282,22386,Come September
6283,43828,Destry Rides Again
6284,11145,The Electric Horseman
6285,32328,Gay Purr-ee
6286,47715,Intervista
6287,29586,King Rat
6288,12629,Live Wire
6289,111815,Mr & Mrs Bridge
6290,25381,Night Passage
6291,38800,The Rare Breed
6292,21027,Shenandoah
6293,37264,Straight Talk
6294,11890,Oscar
6295,36807,The Sixth Man
6296,18721,The Far Country
6297,37662,The Railway Children
6298,11916,Two Mules for Sister Sara
6299,14551,Winchester '73
6300,34759,Ziggy  Stardust and the Spiders from Mars
6301,51426,Battle Cry
6302,42986,The Courtship of Eddie's Father
6303,26317,Man with a Movie Camera
6304,43490,"Objective, Burma!"
6305,40683,Operation Pacific
6306,8092,This Boy’s Life
6307,18200,13 Rue Madeleine
6308,15925,633 Squadron
6309,32087,Attack
6310,290,Barton Fink
6311,11463,Battle of Britain
6312,2470,Belle Époque
6313,42640,The Big Trail
6314,44043,Cloak and Dagger
6315,30462,The Comancheros
6316,1403,Duel at Diablo
6317,10243,The Flight of the Phoenix
6318,42541,From the Terrace
6319,37103,"Heaven Knows, Mr. Allison"
6320,46059,The Hot Rock
6321,40085,"The Long, Hot Summer"
6322,47684,Man of Aran
6323,2263,Music Box
6324,6523,North to Alaska
6325,2527,This Man Must Die
6326,18780,Sink the Bismarck!
6327,19728,The Blue Max
6328,26205,The Desert Fox: The Story of Rommel
6329,3009,The Trial
6330,6643,The Unforgiven
6331,18972,The Undefeated
6332,53380,Divine Trash
6333,14817,Good Burger
6334,41426,Jubilee
6335,41791,Mississippi Masala
6336,49842,Quai des Orfèvres
6337,41670,A Stranger Among Us
6338,30708,Cahill U.S. Marshal
6339,38765,Chisum
6340,29627,Defence of the Realm
6341,98984,Eat a Bowl of Tea
6342,36372,Half Moon Street
6343,30529,The Truce
6344,24073,Opportunity Knocks
6345,2071,Shattered
6346,43516,The Song of Bernadette
6347,33638,The Life and Times of Judge Roy Bean
6348,57476,The Spirit of '76
6349,32489,Thoroughly Modern Millie
6350,48864,Where the Heart Is
6351,10152,Dumb and Dumberer: When Harry Met Lloyd
6352,31246,From Justin to Kelly
6353,11375,Hollywood Homicide
6354,20694,Rugrats Go Wild
6355,16311,The Hard Word
6356,24985,The Heart of Me
6357,18300,Jet Lag
6358,55735,Loco Love
6359,185465,Manito
6360,210728,No Turning Back
6361,39088,Tycoon
6362,17813,Alex & Emma
6363,94996,On_Line
6364,42995,Experiment in Terror
6365,115665,Extasis
6366,4708,Is Paris Burning?
6367,35068,Murphy's War
6368,42511,Orphans of the Storm
6369,35669,The Satanic Rites of Dracula
6370,49584,Strange Planet
6371,170,28 Days Later
6372,9471,Charlie's Angels: Full Throttle
6373,12800,Gasoline
6374,44562,Ed and His Dead Mother
6375,9581,Fulltime Killer
6376,117179,Just a Little Harmless Sex
6377,15486,The Bank
6378,216,Ali: Fear Eats the Soul
6379,47676,"Bodies, Rest & Motion"
6380,45139,Jesus
6381,44736,The Long Ships
6382,18569,Made for Each Other
6383,113739,Ring of Terror
6384,52758,You Only Live Once
6385,38171,Anastasia
6386,61225,The Babe
6387,18886,Flight of the Intruder
6388,24109,Fun with Dick and Jane
6389,19957,Knights of the Round Table
6390,42176,The Main Event
6391,39231,Man's Favorite Sport?
6392,18722,Mr. Baseball
6393,43039,Never on Sunday
6394,40634,Nuts
6395,20645,Rhapsody in August
6396,33454,Scaramouche
6397,19753,Start the Revolution Without Me
6398,48451,Strange Bedfellows
6399,11482,The Tenant
6400,70912,The Advocate
6401,42492,Up the Sandbox
6402,6949,"What's Up, Doc?"
6403,1927,Hulk
6404,10327,"Legally Blonde 2: Red, White & Blonde"
6405,14411,Sinbad: Legend of the Seven Seas
6406,296,Terminator 3: Rise of the Machines
6407,302,Swimming Pool
6408,22,Pirates of the Caribbean: The Curse of the Black Pearl
6409,46993,Madame Satã
6410,8698,The League of Extraordinary Gentlemen
6411,554,The Cuckoo
6412,61545,The Holy Land
6413,34840,The Housekeeper
6414,17920,I Capture the Castle
6415,40947,Km. 0
6416,32235,Northfork
6417,8961,Bad Boys II
6418,17403,How to Deal
6419,9486,Johnny English
6420,20439,The Anarchist Cookbook
6421,3472,Dirty Pretty Things
6422,35265,L'imbalsamatore
6423,25921,Garage Days
6424,24259,On the Run
6425,41453,The Sea Is Watching
6426,68927,Born to Be Wild
6427,11894,Curly Sue
6428,20726,Little Giants
6429,24558,Loose Cannons
6430,12649,The Mouse That Roared
6431,44916,Spencer's Mountain
6432,24356,Masked and Anonymous
6433,1996,Lara Croft Tomb Raider: The Cradle of Life
6434,4464,Seabiscuit
6435,12279,Spy Kids 3-D: Game Over
6436,9104,Buffalo Soldiers
6437,33339,Camp
6438,47232,Hotel
6439,71714,"Lucía, Lucía"
6440,54580,Mondays in the Sun
6441,4613,Scorched
6442,12530,Avanti!
6443,45096,Eve of Destruction
6444,21882,Gator
6445,29805,Juggernaut
6446,24993,Kickboxer 2:  The Road Back
6447,53021,"Kiss Me, Stupid"
6448,430,"One, Two, Three"
6449,123833,Possible Loves
6450,5185,The Private Life of Sherlock Holmes
6451,10553,Remo Williams: The Adventure Begins...
6452,21512,The Blood of Heroes
6453,21449,"What's Up, Tiger Lily?"
6454,4984,White Lightning
6455,8273,American Wedding
6456,8046,Gigli
6457,50350,And Now... Ladies and Gentlemen...
6458,287811,Boys Life 4: Four Play
6459,48967,I'll Be There
6460,8094,The Magdalene Sisters
6461,26195,The Secret Lives of Dentists
6462,10330,Freaky Friday
6463,125952,Seaside
6464,9257,S.W.A.T.
6465,9499,Le Divorce
6466,17180,Princess Blade
6467,15292,Step Into Liquid
6468,12491,Accattone
6469,41660,The Making of '...And God Spoke'
6470,78041,Big Trouble
6471,27814,Brain Damage
6472,41206,A Double Life
6473,33954,Hawks and Sparrows
6474,48364,The Man in the Glass Booth
6475,71010,Purpose
6476,23395,The Red Pony
6477,47278,Sex & the Other Man
6478,24192,The Gospel According to Matthew
6479,10237,The Honeymoon Killers
6480,833,Umberto D.
6481,26755,Brother's Keeper
6482,42470,The Day of the Dolphin
6483,3101,I Love You to Death
6484,6466,Freddy vs. Jason
6485,20210,Grind
6486,2055,Open Range
6487,11770,Shaolin Soccer
6488,14926,Uptown Girls
6489,2771,American Splendor
6490,1778,The Backyard
6491,44408,Carnage
6492,54390,Passionada
6493,10923,Agent Cody Banks
6494,17745,Camp Nowhere
6495,79888,The Cemetery Club
6496,114776,Changing Habits
6497,21989,Hot Dog... The Movie
6498,18573,House of Wax
6499,37451,The Inn of the Sixth Happiness
6500,41759,Man's Best Friend
6501,37227,Of Unknown Origin
6502,48791,Royal Deceit
6503,80047,Rowing with the Wind
6504,41944,The Rachel Papers
6505,8992,The Sure Thing
6506,35371,Thrashin'
6507,19053,Valley Girl
6508,11206,Wait Until Dark
6509,49762,Where the Rivers Flow North
6510,30970,Code Unknown
6511,13154,Showdown in Little Tokyo
6512,18148,Tokyo Story
6513,54898,The Green Ray
6514,636,THX 1138
6515,3055,Valley of the Dolls
6516,40920,The Business of Fancydancing
6517,54986,Chunhyang
6518,43048,Tunes of Glory
6519,11898,Kind Hearts and Coronets
6520,26225,Ash Wednesday
6521,14881,Joe Kidd
6522,26198,The Keep
6523,35072,Atragon
6524,43226,The Mysterians
6525,44585,Attack of the Puppet People
6526,35073,"The Beast from 20,000 Fathoms"
6527,9051,10
6528,9362,Tremors
6529,19542,The Red Shoes
6530,120683,Me & Isaac Newton
6531,936,The Pink Panther
6532,12268,The Pink Panther Strikes Again
6533,10999,Commando
6534,33521,Dracula
6535,4593,The Discreet Charm of the Bourgeoisie
6536,34044,Waco: The Rules of Engagement
6537,12276,The Road Home
6538,3782,Ikiru
6539,36629,Comic Book Villains
6540,2891,An Angel at My Table
6541,12722,War Photographer
6542,41806,"Ay, Carmela!"
6543,143795,War and Peace
6544,38304,Far Away
6545,26246,Incident at Oglala
6546,124839,Predictions of Fire
6547,20815,The Handmaid's Tale
6548,19433,Revolution OS
6549,99006,Live Nude Girls Unite!
6550,48464,All the Little Animals
6551,7504,Earth
6552,513,Fire
6553,6619,Death in Venice
6554,32316,Marci X
6555,10610,The Medallion
6556,2830,My Boss's Daughter
6557,15920,Autumn Spring
6558,21413,The Battle of Shaker Heights
6559,38874,Don't Tempt Me
6560,16405,Dust
6561,33255,Stoked: The Rise And Fall Of Gator
6562,178675,Venus Boyz
6563,99648,Suddenly
6564,11351,Jeepers Creepers 2
6565,333,Bollywood/Hollywood
6566,30246,Civil Brand
6567,112961,Nola
6568,22200,Once Upon a Time in the Midlands
6569,2722,The Other Side of the Bed
6570,27090,Zero Day
6571,13778,Dickie Roberts: Former Child Star
6572,9616,The Order
6573,55015,Home Room
6574,1415,Party Monster
6575,31094,Taking Sides
6576,11547,Cabin Fever
6577,7270,Matchstick Men
6578,1428,Once Upon a Time in Mexico
6579,17906,Dummy
6580,153,Lost in Translation
6581,66111,Luster
6582,33320,Millennium Actress
6583,15136,So Close
6584,61054,Children Of The Night
6585,4703,Daisy Miller
6586,29507,Enlightenment Guaranteed
6587,27590,Gotcha!
6588,52734,Hard to Hold
6589,14603,Kuffs
6590,10617,Once Upon a Time in China
6591,10618,Once Upon a Time in China II
6592,10619,Once Upon a Time in China III
6593,11293,Paper Moon
6594,36759,Sgt. Pepper's Lonely Hearts Club Band
6595,38960,A Song for Martin
6596,19383,Targets
6597,53650,The Ugly American
6598,40775,The Bostonians
6599,9584,Convoy
6600,8408,Day of the Dead
6601,14030,"Hello, Dolly!"
6602,49685,I'm Going Home
6603,2687,Memoirs of an Invisible Man
6604,16323,The Rose
6605,39859,See No Evil
6606,41846,Super Sucker
6607,74585,Indiscretion of an American Wife
6608,23325,At War with the Army
6609,16790,Bingo
6610,31579,God Told Me To
6611,40353,"I, Madman"
6612,23033,Jungle Book
6613,19064,Once Bitten
6614,34564,Shrimp on the Barbie
6615,25241,Squirm
6616,43041,The Adventures of Huckleberry Finn
6617,28942,The Brood
6618,37025,The Prince and the Pauper
6619,10739,Anything Else
6620,12767,Cold Creek Manor
6621,22309,The Fighting Temptations
6622,13156,Secondhand Lions
6623,277,Underworld
6624,9707,Bubba Ho-tep
6625,38244,Casa de los Babys
6626,24488,Demonlover
6627,278813,Esmeraldero
6628,20321,Close Your Eyes
6629,36791,In This World
6630,61401,Tibet: Cry of the Snow Lion
6631,17614,Yossi & Jagger
6632,7288,Duplex
6633,10159,The Rundown
6634,10934,Under the Tuscan Sun
6635,287816,Camera Obscura
6636,54243,Kart Racer
6637,5653,Luther
6638,321,Mambo Italiano
6639,20,My Life Without Me
6640,18113,National Lampoon Presents Dorm Daze
6641,5168,To Be and to Have
6642,9662,The Triplets of Belleville
6643,837,Videodrome
6644,20303,Life and Debt
6645,19666,Lagaan: Once Upon a Time in India
6646,821,Judgment at Nuremberg
6647,41834,Journey of Hope
6648,37672,"Same Time, Next Year"
6649,1358,A Brief History of Time
6650,2200,Jacob the Liar
6651,11475,Leningrad Cowboys Go America
6652,776,The Rules of the Game
6653,40440,The Song Remains the Same
6654,16563,Seven Brides for Seven Brothers
6655,11703,Kiss of the Spider Woman
6656,891,All the President's Men
6657,83714,Angie
6658,12531,The Apartment
6659,10881,Avalon
6660,11832,Babette's Feast
6661,51300,The Barber of Siberia
6662,11806,Beethoven
6663,10438,Beethoven's 2nd
6664,36349,Black Moon Rising
6665,650,Boyz n the Hood
6666,10337,Bugsy
6667,8446,Bugsy Malone
6668,42570,By the Sword
6669,9874,Cobra
6670,11477,Common Wealth
6671,37753,Consenting Adults
6672,29161,Phenomena
6673,21627,Crimewave
6674,9501,Crying Freeman
6675,49291,Time and Tide
6676,4543,The Meaning of Life
6677,11046,Where Eagles Dare
6678,11707,Tightrope
6679,7442,Sleeping with the Enemy
6680,14425,PCU
6681,6723,The Rookie
6682,13343,The Ghost & Mr. Chicken
6683,16969,City Heat
6684,11338,Into the Night
6685,13339,Three O'Clock High
6686,28761,White Hunter Black Heart
6687,25237,Come and See
6688,41780,A Rage in Harlem
6689,9871,Ginger Snaps
6690,33258,More American Graffiti
6691,71940,The Ballad of Little Jo
6692,26850,Under Suspicion
6693,70709,Ruby
6694,36855,The Reluctant Astronaut
6695,20238,The Shakiest Gun in the West
6696,33783,It's Pat
6697,163549,Sunday in the Country
6698,47898,The Gun in Betty Lou's Handbag
6699,19171,Sudden Fear
6700,48345,Nobody's Baby
6701,11364,Regarding Henry
6702,38135,The Debut
6703,55950,Wilder Napalm
6704,39916,Contamination
6705,31634,The Amazing Transparent Man
6706,43739,Love Affair
6707,45203,Once in the Life
6708,14874,Try Seventeen
6709,32082,The Hospital
6710,25269,Article 99
6711,29449,Images
6712,37943,Eureka
6713,33633,Oleanna
6714,86763,Chattahoochee
6715,78146,Tough Guys Don't Dance
6716,88641,There Goes My Baby
6717,30315,Kingdom of the Spiders
6718,13765,Scrooge
6719,12772,Leap of Faith
6720,47866,Gas Food Lodging
6721,18900,In Cold Blood
6722,73265,Campus Man
6723,17744,The Bedford Incident
6724,62124,Murderous Maids
6725,3087,Yankee Doodle Dandy
6726,14282,Ninja Scroll
6727,11502,Knife in the Water
6728,29451,The Devil and Daniel Webster
6729,21219,Mobsters
6730,116094,Charlotte Sometimes
6731,2116,Out of Time
6732,1584,School of Rock
6733,28236,Concert for George
6734,40945,The Event
6735,19555,9 Dead Gay Guys
6736,2056,The Station Agent
